Kernel:
   0.028901    0.307596   -0.983093   -0.454695   -0.940855    0.258827   -0.958007    0.630604   0.0144353   -0.911863   -0.157506   -0.319864    0.603015  -0.0912809   -0.597522     0.20719    0.309732   -0.751091   0.0884732    0.276711   -0.580493    0.638356
  0.0290841   0.0907315    -0.15305   -0.493759   -0.608203   -0.519028    0.530503    0.626942    -0.90405    0.148412   -0.327555    0.465316    0.165197    0.464522   0.0934782   -0.181982   -0.456771   -0.194922    0.717948   -0.924558   -0.976257   -0.207923
   0.421674    0.995361    0.352458    0.624256    0.246376    0.928098  -0.0761437   -0.406476  -0.0526444    0.545335   -0.983337   -0.172277   0.0085757   -0.400494    0.848811    0.929563   -0.596728   -0.919309    0.576769  -0.0303049    0.805353   -0.510178
   0.239479   -0.110569   -0.897519    -0.40904   -0.793695      0.2725    -0.17307   -0.693594   0.0923185   -0.695608   -0.453108   -0.777581    0.781854   -0.873714   -0.430219    0.554491    0.940794   -0.583422    0.636891   -0.636158    0.383648    0.570666
   0.275369    0.272683   -0.705802    0.758721    -0.48735   -0.896786   -0.109165    0.890988   -0.401715    0.129795   0.0713218   -0.314798    0.871334    0.734001   -0.969237   -0.574938     0.57622  -0.0647908  -0.0871914    0.106235   -0.238563    0.851985
  -0.727226   -0.742912    0.669668    0.960936    0.764336   -0.743461   -0.687796   -0.716544    0.143651    0.489486     -0.2584   0.0780969    0.417219   -0.603015   -0.979247     0.70513   -0.875179    0.756645   -0.382366    0.638478    -0.35551    0.299234
  -0.754875    0.908444   -0.137486    0.510605    0.308878     0.14774    0.410627   -0.278787   -0.339518   -0.527757   -0.766533   -0.609119    0.210608   -0.199561   -0.803644    0.805841   -0.480697   -0.707999   -0.799127   -0.838496   -0.117649   -0.503281
    0.59331    0.120457   -0.186438    0.575488   -0.657826    0.556383   -0.578722    -0.59917   -0.377117   -0.369671   -0.450362    -0.52678    0.914914   -0.139317   -0.561144    0.832636  -0.0013123   -0.708548   -0.529832   -0.959227     0.69805   -0.953063
  -0.724357   -0.952269  -0.0903653   -0.309122   -0.454817   -0.323038   -0.708914    0.866817   -0.717948    0.960692     0.32609   -0.321268    -0.58507   -0.476608   -0.214393    0.311502   -0.780511   -0.337077   -0.731742    0.634632     -0.9082    0.685904
   0.480819    0.391034   -0.840266   -0.942137   -0.884274   -0.502853    0.517991   -0.495834   -0.589526   -0.815912   -0.479415   -0.839228     0.47734   -0.960936    0.377606    0.559252   -0.362346    0.879818   0.0668661    0.426801    0.101962    0.747185
  -0.189489   -0.460555   -0.362957    -0.11362    0.598682    0.825434    0.702689   -0.163366    -0.52794  -0.0137028    0.270913   -0.949339   -0.601428   -0.122044    0.141392    0.676077    0.968627    0.913938   0.0603961   -0.476669   -0.644398   -0.910947
  -0.120273    0.898068 -0.00607318    0.404462    0.366131    0.469405     0.43083   -0.946226   -0.347148    -0.18656   -0.697562   -0.522752  -0.0780969   -0.488571  -0.0791345  0.00601215   -0.261696    0.721122   -0.991638   -0.768487   -0.832575   -0.893918
  -0.183264    0.394024   -0.858028    -0.53618   -0.984313   -0.333842   -0.233985    0.914121   -0.104038    0.677053     0.50792   -0.404828    0.653798    0.237587   -0.701224   -0.807123    0.586047   -0.320536   0.0887783    0.862728    0.739189   -0.933775
